Geneid	siControl_A	siControl_B	siControl_C	siHOXA3_A	siHOXA3_B	siHOXA3_C
ENSG00000119630	204	213	216	134	184	187
ENSG00000119718	330	385	345	298	437	343
ENSG00000258646	5	5	4	6	3	3
ENSG00000279594	1	4	3	3	3	0
ENSG00000119684	393	365	409	341	337	375
ENSG00000206924	3	7	0	1	1	2
ENSG00000119640	108	125	141	112	140	113
ENSG00000119703	29	49	16	22	28	29
ENSG00000119638	2222	2302	2430	2326	1884	2295
ENSG00000258978	1	0	0	1	0	0
ENSG00000259138	0	3	3	6	5	2
ENSG00000170348	4078	4310	4605	4019	4266	3500
ENSG00000273565	0	1	0	0	2	0
ENSG00000252013	0	0	0	0	0	0
ENSG00000258740	3	7	5	6	4	5
ENSG00000258820	5	4	4	3	3	9
ENSG00000283519	0	0	0	0	0	0
ENSG00000170345	79	111	79	106	98	91
ENSG00000119660	0	0	0	0	0	0
ENSG00000259687	0	5	1	5	2	1
ENSG00000259319	10	21	26	21	9	14
ENSG00000140044	725	648	564	781	743	608
ENSG00000156127	0	2	1	2	0	0
ENSG00000224721	0	0	0	0	0	0
ENSG00000119686	74	69	67	81	63	73
ENSG00000242951	14	10	9	17	3	6
ENSG00000201096	0	0	0	0	0	0
ENSG00000280494	0	0	0	0	0	0
ENSG00000119685	588	443	482	581	354	519
ENSG00000133935	1194	1363	1442	1234	1736	1178
ENSG00000259103	4	0	1	5	2	6
ENSG00000242488	0	0	5	0	2	2
ENSG00000119650	171	156	233	160	227	144
ENSG00000119699	36	41	49	53	39	55
ENSG00000258876	1	1	1	4	0	0
ENSG00000258578	0	0	0	0	0	0
ENSG00000283629	1	0	0	0	0	0
ENSG00000089916	1326	1404	1392	1348	848	1249
ENSG00000258454	1	0	9	3	0	2
ENSG00000280078	4	0	0	2	0	3
ENSG00000258402	0	0	0	0	0	0
ENSG00000119715	2	2	10	4	0	1
ENSG00000259124	0	0	0	0	0	0
ENSG00000271423	0	0	0	0	0	0
ENSG00000242952	0	0	0	1	0	0
ENSG00000258566	0	0	0	0	0	0
ENSG00000258569	0	0	0	0	0	0
ENSG00000071246	57	38	43	59	40	48
ENSG00000259081	5	2	3	4	2	2
ENSG00000258610	0	0	0	0	0	0
ENSG00000258301	15	8	8	6	12	7
ENSG00000013523	683	643	616	632	420	579
ENSG00000100565	0	0	0	0	0	0
ENSG00000241081	2	0	3	1	1	1
ENSG00000223174	0	0	0	0	0	0
ENSG00000259058	0	0	0	0	0	0
ENSG00000285966	0	1	0	0	0	0
ENSG00000258602	0	0	0	0	2	0
ENSG00000266553	0	0	0	0	0	0
ENSG00000243225	0	2	0	0	0	0
ENSG00000119669	869	845	714	805	981	780
ENSG00000273729	7	5	15	14	13	14
ENSG00000246548	2	2	3	3	3	1
ENSG00000258473	0	0	0	0	0	0
ENSG00000258819	4	9	8	7	4	8
ENSG00000198894	505	549	508	471	479	525
ENSG00000259164	0	0	0	0	0	0
ENSG00000165548	19	12	25	16	4	13
ENSG00000177108	4	2	4	5	4	0
ENSG00000269883	0	0	0	1	0	0
ENSG00000258552	0	0	0	0	0	0
ENSG00000201384	0	0	0	0	0	0
ENSG00000165553	0	0	0	2	0	0
ENSG00000221754	0	0	0	0	0	0
ENSG00000009830	518	515	530	540	453	487
ENSG00000100577	365	333	341	317	406	271
ENSG00000100580	684	656	705	601	511	649
ENSG00000258510	0	0	1	3	1	1
ENSG00000100583	19	18	10	17	20	11
ENSG00000165555	28	29	30	29	30	19
ENSG00000151445	473	559	466	507	549	508
ENSG00000100591	811	849	907	907	1110	734
ENSG00000212371	8	7	5	6	11	3
ENSG00000100593	25	12	7	10	6	15
ENSG00000100596	1354	1444	1390	1189	961	1134
ENSG00000240233	0	2	2	0	1	0
ENSG00000258668	0	0	0	0	0	0
ENSG00000100601	224	253	254	215	262	204
ENSG00000239272	5	4	10	6	1	5
ENSG00000258917	1	0	1	2	1	3
ENSG00000119705	174	178	314	284	286	169
ENSG00000100603	927	880	856	880	1077	862
ENSG00000197734	4	2	1	1	3	0
ENSG00000063761	137	168	154	140	146	151
ENSG00000199440	0	0	0	0	0	0
ENSG00000258421	0	0	0	0	0	0
ENSG00000021645	623	553	546	555	420	525
ENSG00000199454	0	0	0	0	0	0
ENSG00000239438	0	0	0	0	0	1
ENSG00000258723	0	0	0	0	0	0
ENSG00000258719	0	0	0	0	0	0
ENSG00000258874	0	0	0	0	0	0
ENSG00000258478	0	0	0	0	0	0
ENSG00000258829	0	0	0	0	0	0
ENSG00000258419	0	0	0	0	0	0
ENSG00000258662	0	0	0	2	0	0
ENSG00000259106	0	0	0	0	0	1
ENSG00000258637	1	1	0	1	0	0
ENSG00000258416	7	4	3	1	4	2
ENSG00000211448	434	451	442	643	580	586
ENSG00000258766	2	3	3	2	1	0
ENSG00000100629	272	315	273	317	250	303
ENSG00000258452	1	0	0	0	0	0
ENSG00000165409	9	5	4	7	0	6
ENSG00000258915	0	0	0	0	0	0
ENSG00000271705	0	0	0	0	0	0
ENSG00000271656	0	0	0	0	0	0
ENSG00000284959	10	10	7	8	4	11
ENSG00000259167	2	0	3	0	0	0
ENSG00000165417	1066	1098	1297	1150	1063	1065
ENSG00000221303	0	0	0	0	0	0
ENSG00000273783	8	5	5	8	6	10
ENSG00000205579	0	0	0	1	1	2
ENSG00000270343	2	1	8	1	3	3
ENSG00000140022	621	546	529	621	490	609
ENSG00000242163	2	0	0	0	0	0
ENSG00000258605	0	0	0	0	0	0
ENSG00000258675	0	0	0	1	0	0
ENSG00000071537	1768	1939	1889	1577	1601	1655
ENSG00000258977	0	0	0	0	0	3
ENSG00000258841	0	0	0	0	0	0
ENSG00000258718	0	0	0	0	0	0
ENSG00000259035	0	0	0	0	0	0
ENSG00000241891	1	0	0	0	0	0
ENSG00000258501	0	0	0	0	0	0
ENSG00000276782	0	0	0	0	0	0
ENSG00000258743	26	26	35	45	29	42
ENSG00000259032	40	20	37	36	49	25
ENSG00000258683	0	0	0	0	0	0
ENSG00000258600	0	0	0	0	0	0
ENSG00000258426	0	0	0	0	0	0
ENSG00000252369	0	0	0	0	0	0
ENSG00000238561	0	0	0	0	0	0
ENSG00000258549	0	0	0	0	0	0
ENSG00000258532	0	0	0	0	0	0
ENSG00000285826	0	0	0	0	0	0
ENSG00000258762	0	0	0	0	0	0
ENSG00000258923	0	0	0	0	0	0
ENSG00000259012	0	0	0	0	0	0
ENSG00000251895	0	0	0	0	0	0
ENSG00000258506	0	0	0	0	0	0
ENSG00000271712	0	0	0	0	0	0
ENSG00000259044	0	0	0	0	0	0
ENSG00000258902	0	0	0	0	0	0
ENSG00000258814	0	0	0	0	0	0
ENSG00000259107	0	0	0	0	0	0
ENSG00000205562	0	0	0	0	0	0
ENSG00000258945	0	0	0	0	0	0
ENSG00000185070	165	201	182	205	261	234
ENSG00000258733	0	2	0	0	2	0
ENSG00000258912	0	0	0	0	0	0
ENSG00000258994	0	0	0	0	0	0
ENSG00000258804	0	0	0	0	0	0
ENSG00000259061	0	0	0	0	0	0
ENSG00000258496	0	0	0	0	0	0
ENSG00000258958	0	0	0	0	0	0
ENSG00000258859	0	0	0	0	0	0
ENSG00000259028	0	0	0	0	2	0
ENSG00000258770	0	0	0	0	0	0
ENSG00000258807	1	0	0	0	0	0
ENSG00000259077	0	0	0	0	0	0
ENSG00000054983	480	567	461	337	452	371
ENSG00000259096	0	0	0	0	2	1
ENSG00000252783	0	0	0	0	0	0
ENSG00000140030	0	0	0	0	0	0
ENSG00000258407	0	0	0	0	0	0
ENSG00000258826	0	0	0	0	0	0
ENSG00000258867	0	0	0	0	0	0
ENSG00000258975	0	0	0	0	0	0
ENSG00000259998	0	0	0	0	0	0
ENSG00000258538	0	0	0	0	0	0
ENSG00000100433	0	0	0	1	0	0
ENSG00000042317	135	170	188	147	185	154
ENSG00000070778	824	850	843	878	798	948
ENSG00000258983	7	5	4	6	1	6
ENSG00000222990	0	1	0	7	1	0
ENSG00000258789	4	0	0	0	4	6
ENSG00000100722	1316	1429	1567	1230	1203	1393
ENSG00000278576	20	20	19	27	12	15
ENSG00000165521	89	99	61	94	58	81
ENSG00000274492	0	0	2	2	0	0
ENSG00000200653	0	0	0	0	0	0
ENSG00000165533	314	347	355	316	368	324
ENSG00000207342	3	4	2	2	0	2
ENSG00000283627	1	1	0	0	0	0
ENSG00000258990	0	0	0	0	0	0
ENSG00000053254	1366	1317	1328	1541	945	1327
ENSG00000277801	0	0	0	0	0	0
ENSG00000259151	1	3	3	5	2	10
ENSG00000258752	8	4	2	6	2	2
ENSG00000258699	0	5	2	2	0	0
ENSG00000258380	11	1	0	3	3	4
ENSG00000259053	0	0	0	0	0	0
ENSG00000258920	28	34	25	14	28	20
ENSG00000259073	1	1	0	1	3	4
ENSG00000201027	0	0	0	0	0	0
ENSG00000258792	0	0	0	2	0	0
ENSG00000252655	0	0	0	0	0	0
ENSG00000200312	0	0	0	0	0	0
ENSG00000259050	0	0	0	3	0	0
ENSG00000140025	204	231	241	207	261	155
ENSG00000230997	2	0	0	2	0	0
ENSG00000042088	668	758	682	691	757	648
ENSG00000152315	55	67	75	63	52	77
ENSG00000258544	0	0	0	0	0	0
ENSG00000201351	0	0	0	0	0	0
ENSG00000100764	566	566	520	522	715	551
ENSG00000119720	333	317	364	370	320	336
ENSG00000242571	1	1	0	0	3	1
ENSG00000275198	8	11	24	11	12	8
ENSG00000198668	6948	8002	8212	6667	9137	6638
ENSG00000258424	18	25	26	18	7	19
ENSG00000258678	0	0	0	0	0	0
ENSG00000233208	0	0	0	0	0	0
ENSG00000259789	0	0	0	0	0	0
ENSG00000165914	504	534	574	474	458	509
ENSG00000258935	0	0	0	0	0	0
ENSG00000259163	4	1	6	7	1	2
ENSG00000258437	2	0	0	2	0	0
ENSG00000258716	0	0	0	0	1	0
ENSG00000213315	0	0	1	0	0	0
ENSG00000258884	0	1	0	1	4	4
ENSG00000100784	123	111	156	126	138	119
ENSG00000133943	323	267	317	257	198	224
ENSG00000252644	0	0	0	0	0	0
ENSG00000221102	0	0	0	0	0	0
ENSG00000119714	57	25	49	34	26	60
ENSG00000258875	11	2	2	1	5	5
ENSG00000260810	0	0	2	2	0	3
ENSG00000015133	862	771	718	899	566	840
ENSG00000258798	2	0	0	0	0	0
ENSG00000258446	0	0	0	0	0	0
ENSG00000100796	2446	2668	2662	2296	2364	2389
ENSG00000278342	0	0	0	0	0	0
ENSG00000279286	0	8	0	1	5	2
ENSG00000133962	29	30	24	37	37	28
ENSG00000268295	1	4	7	2	2	0
ENSG00000258774	4	0	12	8	7	0
ENSG00000258962	0	1	1	0	0	0
ENSG00000275154	0	0	0	0	0	0
ENSG00000260711	31	38	25	22	49	24
ENSG00000165929	509	557	607	508	539	489
ENSG00000140092	84	75	91	75	73	54
ENSG00000100815	1409	1468	1510	1326	1121	1380
ENSG00000259020	0	3	0	3	0	3
ENSG00000066427	501	499	656	524	491	509
ENSG00000183648	248	254	330	306	365	200
ENSG00000165934	1972	2102	2188	1941	1950	1889
ENSG00000258481	0	0	0	0	0	0
ENSG00000201097	0	0	0	0	0	0
ENSG00000140090	3	3	2	1	2	1
ENSG00000100599	589	466	466	552	434	629
ENSG00000100600	1201	1214	1096	1107	1408	957
ENSG00000066455	1052	1073	1085	841	1016	853
ENSG00000258742	0	0	0	0	0	0
ENSG00000258499	0	0	0	0	1	0
ENSG00000100604	2	4	8	1	7	7
ENSG00000100605	628	610	627	612	528	558
ENSG00000258730	3	0	5	3	1	7
ENSG00000258595	0	0	0	0	0	0
ENSG00000165943	274	312	343	275	311	248
ENSG00000153485	90	114	54	82	134	86
ENSG00000259066	0	0	0	0	2	7
ENSG00000170270	94	120	134	86	145	73
ENSG00000012963	754	946	853	766	808	829
ENSG00000240096	3	2	0	3	1	2
ENSG00000011114	1326	1287	1407	1325	959	1290
ENSG00000241499	3	0	0	1	0	0
ENSG00000133958	64	61	65	62	39	54
ENSG00000278396	13	10	33	6	9	14
ENSG00000187581	6	3	0	0	1	0
ENSG00000202306	0	0	0	0	0	0
ENSG00000252720	0	0	0	0	0	0
ENSG00000277826	0	0	0	0	0	0
ENSG00000175785	34	45	57	47	29	59
ENSG00000279593	0	0	0	0	0	0
ENSG00000258584	0	0	0	0	0	0
ENSG00000140067	0	0	0	0	0	0
ENSG00000100628	1	2	0	4	1	0
ENSG00000258987	0	0	0	0	0	0
ENSG00000265768	0	0	0	0	0	0
ENSG00000175699	0	0	0	0	0	0
ENSG00000089723	30	24	30	17	18	16
ENSG00000089737	1488	1484	1441	1545	1453	1505
ENSG00000165948	198	157	166	131	144	148
ENSG00000165949	56	49	47	49	32	53
ENSG00000119632	80	90	103	78	100	71
ENSG00000119698	52	48	43	27	33	46
ENSG00000140093	3	3	6	2	0	0
ENSG00000170099	1	0	0	0	0	0
ENSG00000258597	0	0	0	0	0	0
ENSG00000197249	0	0	0	0	0	0
ENSG00000256357	0	0	0	0	0	0
ENSG00000186910	0	0	0	0	0	0
ENSG00000170054	0	0	0	0	0	0
ENSG00000165953	0	0	0	0	0	1
ENSG00000100665	0	0	0	0	0	0
ENSG00000188488	37	52	37	43	38	20
ENSG00000273259	0	1	0	0	0	0
ENSG00000196136	0	0	0	0	0	0
ENSG00000258805	0	0	0	0	0	0
ENSG00000187483	0	0	0	0	0	0
ENSG00000259140	0	0	0	0	0	0
ENSG00000239269	0	0	0	0	1	0
ENSG00000133937	5	0	2	0	1	4
ENSG00000285205	1	0	2	0	0	0
ENSG00000240914	3	12	1	11	2	1
ENSG00000274379	0	0	0	0	0	0
ENSG00000258933	0	0	0	0	0	0
ENSG00000258866	0	0	0	0	0	0
ENSG00000100697	3972	4395	4318	3698	2916	3544
ENSG00000264607	0	0	2	2	0	1
ENSG00000235706	116	82	119	122	120	122
ENSG00000165959	145	115	110	106	84	107
ENSG00000259143	0	0	0	0	0	0
ENSG00000258615	0	0	0	0	0	0
ENSG00000258630	0	0	0	0	0	0
ENSG00000176438	288	270	274	268	192	227
ENSG00000258572	0	0	0	0	0	1
ENSG00000247092	74	113	107	78	98	54
ENSG00000252481	1	3	2	5	10	3
ENSG00000182512	716	726	849	800	1060	677
ENSG00000258390	0	0	0	0	0	0
ENSG00000258927	0	0	0	0	0	0
ENSG00000270038	0	0	0	0	0	0
ENSG00000187621	0	8	3	2	5	1
ENSG00000275033	0	0	0	0	0	0
ENSG00000259084	0	0	0	0	0	0
ENSG00000277468	0	0	0	0	0	0
ENSG00000213231	0	1	0	0	2	1
ENSG00000100721	0	0	0	0	0	0
ENSG00000257275	0	0	0	0	0	0
ENSG00000258516	0	0	0	0	0	0
ENSG00000250366	22	20	12	16	24	10
ENSG00000271358	0	0	0	0	0	0
ENSG00000227051	127	141	137	140	116	135
ENSG00000168398	117	99	139	126	125	151
ENSG00000258691	0	0	0	0	0	0
ENSG00000258412	3	0	0	1	0	0
ENSG00000258788	2	1	8	4	0	1
ENSG00000259036	0	0	0	0	5	1
ENSG00000100739	9	14	18	7	10	4
ENSG00000258793	3	0	0	0	0	0
ENSG00000258729	0	0	0	0	0	0
ENSG00000066739	1087	1022	1215	1072	777	1186
ENSG00000100744	1005	1132	1284	979	1310	1035
ENSG00000222276	0	0	3	1	0	0
ENSG00000140057	89	71	104	105	108	78
ENSG00000259059	0	0	0	1	0	0
ENSG00000240051	2	1	0	0	4	0
ENSG00000260806	17	13	9	24	27	10
ENSG00000090060	5607	6225	6064	5566	5548	5376
ENSG00000276182	58	43	60	31	24	36
ENSG00000258702	1	0	2	1	1	0
ENSG00000223299	0	0	0	0	0	0
ENSG00000258979	0	0	0	0	0	0
ENSG00000100749	802	972	1052	796	1075	736
ENSG00000225163	6	4	5	11	0	5
ENSG00000280070	3	2	0	5	0	3
ENSG00000259026	4	0	5	0	0	2
ENSG00000258393	0	0	0	0	0	0
ENSG00000259110	0	0	4	0	0	0
ENSG00000285584	0	0	0	0	0	0
ENSG00000246084	0	0	0	0	0	0
ENSG00000197176	0	0	0	0	0	0
ENSG00000258869	0	0	0	0	0	0
ENSG00000258379	0	0	0	0	0	0
ENSG00000246223	0	0	0	0	0	0
ENSG00000259097	0	0	0	0	0	0
ENSG00000258511	0	0	0	0	0	0
ENSG00000241757	0	0	0	0	0	0
ENSG00000258795	0	0	0	0	0	0
ENSG00000176605	0	0	0	0	0	0
ENSG00000237342	0	0	0	0	0	0
ENSG00000278990	0	0	0	0	0	0
ENSG00000259119	0	0	0	0	0	0
ENSG00000232573	549	379	291	770	858	500
ENSG00000234648	4	9	2	7	6	4
ENSG00000229402	0	0	0	0	0	0
ENSG00000127152	17	13	7	15	14	18
ENSG00000235785	0	0	0	0	0	0
ENSG00000258383	0	0	0	0	0	0
ENSG00000183576	1295	1329	1503	1211	1368	1151
ENSG00000272439	0	0	0	2	0	2
ENSG00000090061	268	228	212	309	149	295
ENSG00000205476	2105	2223	1965	2093	1813	2148
ENSG00000258749	0	0	0	0	0	0
ENSG00000200506	2	2	1	10	0	4
ENSG00000247970	0	1	3	1	2	0
ENSG00000182218	44	67	64	78	88	76
ENSG00000036530	83	70	91	90	63	110
ENSG00000258672	2	1	0	6	0	3
ENSG00000066629	310	343	324	271	252	257
ENSG00000199836	0	0	0	0	0	1
ENSG00000271198	0	0	0	0	0	0
ENSG00000196405	742	709	740	862	783	786
ENSG00000242888	4	6	1	1	1	0
ENSG00000258693	0	0	0	0	0	2
ENSG00000258560	0	0	0	2	0	0
ENSG00000265154	1	0	0	0	3	0
ENSG00000199082	0	0	0	0	0	0
ENSG00000168350	8	14	15	7	7	10
ENSG00000258982	2	0	0	3	12	4
ENSG00000100811	2007	2149	2092	2159	2285	1989
ENSG00000258904	10	3	22	23	14	3
ENSG00000283840	0	0	0	0	0	0
ENSG00000259052	0	0	0	0	0	0
ENSG00000197119	1617	1468	1424	1585	1465	1540
ENSG00000258504	0	0	0	0	0	0
ENSG00000198984	2	0	2	0	0	0
ENSG00000243976	0	0	0	0	0	0
ENSG00000140107	0	0	5	3	3	0
ENSG00000140105	4942	5029	4581	4925	5115	4632
ENSG00000258666	0	0	0	0	0	0
ENSG00000258521	25	16	5	6	7	6
ENSG00000258581	4	2	2	10	6	5
ENSG00000176473	147	148	175	139	224	136
ENSG00000258620	0	1	3	2	0	5
ENSG00000258500	1	1	0	0	0	0
ENSG00000253075	0	3	0	0	0	0
ENSG00000183092	5	4	15	5	2	4
ENSG00000259031	0	0	0	0	0	0
ENSG00000258576	0	0	0	0	0	0
ENSG00000196273	0	0	0	0	0	0
ENSG00000258717	0	0	0	0	0	0
ENSG00000185559	35	65	39	37	43	39
ENSG00000214548	0	0	0	0	0	0
ENSG00000266461	0	0	0	0	0	0
ENSG00000275161	0	0	0	0	0	0
ENSG00000274884	0	0	0	0	0	0
ENSG00000276919	0	0	0	0	0	0
ENSG00000258663	0	0	0	0	0	0
ENSG00000258399	0	0	0	0	0	0
ENSG00000211574	0	0	0	0	0	0
ENSG00000207989	0	0	0	0	0	0
ENSG00000199151	0	0	0	0	0	0
ENSG00000283159	0	0	0	0	0	0
ENSG00000254656	2	3	0	3	0	1
ENSG00000208001	0	0	0	0	0	0
ENSG00000207569	0	0	0	0	0	0
ENSG00000207608	0	0	0	0	0	0
ENSG00000272458	0	0	0	0	0	0
ENSG00000207942	0	0	0	0	0	0
ENSG00000225746	0	0	3	0	4	0
ENSG00000276225	0	0	0	0	0	0
ENSG00000275662	0	0	0	0	0	0
ENSG00000275134	0	0	0	0	0	0
ENSG00000199005	0	0	0	0	0	0
ENSG00000202191	0	0	0	0	0	0
ENSG00000212384	0	0	0	0	0	0
ENSG00000201700	0	0	0	0	0	0
ENSG00000201672	0	0	0	0	0	0
ENSG00000272474	0	0	0	0	0	0
ENSG00000200215	0	0	0	0	0	0
ENSG00000200632	0	0	0	0	0	0
ENSG00000200367	0	0	0	0	0	0
ENSG00000201950	0	0	0	0	0	0
ENSG00000199575	0	0	0	0	0	0
ENSG00000200823	0	0	0	0	0	0
ENSG00000201839	0	0	0	0	0	0
ENSG00000200832	0	0	0	0	0	0
ENSG00000199798	0	0	0	0	0	0
ENSG00000200150	0	0	0	0	0	0
ENSG00000201263	0	0	0	0	0	0
ENSG00000199390	0	0	0	0	0	0
ENSG00000201240	0	0	0	0	0	0
ENSG00000200279	0	0	0	0	0	0
ENSG00000200608	0	0	0	0	0	0
ENSG00000202270	0	0	0	0	0	0
ENSG00000201247	0	0	0	0	0	0
ENSG00000199593	0	0	0	0	0	0
ENSG00000201557	0	0	0	0	0	0
ENSG00000199914	0	0	0	0	0	0
ENSG00000201569	0	0	0	0	0	0
ENSG00000202142	0	0	0	0	0	0
ENSG00000199942	0	0	0	0	0	0
ENSG00000201500	0	0	0	0	0	0
ENSG00000201036	0	0	0	0	0	0
ENSG00000201710	0	0	0	0	0	0
ENSG00000202048	0	0	0	0	0	0
ENSG00000272344	0	0	0	0	0	0
ENSG00000202293	0	0	0	0	0	0
ENSG00000200406	0	0	0	0	0	0
ENSG00000201899	0	0	0	0	0	0
ENSG00000200612	0	0	0	0	0	0
ENSG00000200413	0	0	0	0	0	0
ENSG00000200636	0	0	0	0	0	0
ENSG00000200480	0	0	0	0	0	0
ENSG00000201689	0	0	0	0	0	0
ENSG00000201318	0	0	0	0	0	0
ENSG00000200089	0	0	0	0	0	0
ENSG00000222095	0	0	0	0	0	0
ENSG00000222185	0	0	0	0	0	0
ENSG00000199088	0	0	0	0	0	0
ENSG00000199109	0	0	0	0	0	0
ENSG00000207749	0	0	0	0	0	0
ENSG00000198982	0	0	0	0	0	0
ENSG00000221745	0	0	0	0	0	0
ENSG00000199069	0	0	0	0	0	0
ENSG00000211582	0	0	0	0	0	0
ENSG00000207761	0	0	0	0	0	0
ENSG00000207762	0	0	0	0	0	0
ENSG00000194717	0	0	0	0	0	0
ENSG00000221036	0	0	0	0	0	0
ENSG00000212040	0	0	0	0	0	0
ENSG00000207743	0	0	0	0	0	0
ENSG00000283279	0	0	0	0	0	0
ENSG00000283561	0	0	0	0	0	0
ENSG00000207934	0	0	0	0	0	0
ENSG00000283556	0	0	0	0	0	0
ENSG00000283588	0	0	0	0	0	0
ENSG00000215957	0	0	0	0	0	0
ENSG00000221525	0	0	0	0	0	0
ENSG00000221614	0	0	0	0	0	0
ENSG00000258861	0	0	0	0	0	0
ENSG00000199020	0	0	0	0	0	0
ENSG00000207754	0	0	0	0	0	0
ENSG00000202560	0	0	0	0	0	0
ENSG00000216099	0	0	0	0	0	0
ENSG00000207587	0	0	0	0	0	0
ENSG00000207646	0	0	0	0	0	0
ENSG00000207742	0	0	0	0	0	0
ENSG00000283170	0	0	0	0	0	0
ENSG00000207993	0	0	0	0	0	0
ENSG00000276352	0	0	0	0	0	0
ENSG00000208027	0	0	0	0	0	0
ENSG00000208004	0	0	0	0	0	0
ENSG00000207978	0	0	0	0	0	0
ENSG00000207961	0	0	0	0	0	0
ENSG00000199015	0	0	0	0	0	0
ENSG00000223403	0	0	3	0	0	0
ENSG00000216179	0	0	0	0	0	0
ENSG00000199107	0	0	0	0	0	0
ENSG00000199012	0	0	0	0	0	0
ENSG00000199025	0	0	0	0	0	0
ENSG00000199092	0	0	0	0	0	0
ENSG00000207959	0	0	0	0	0	0
ENSG00000230805	0	0	1	0	0	2
ENSG00000259004	0	0	0	0	0	0
ENSG00000277754	0	0	0	0	0	0
ENSG00000258681	0	0	0	0	0	0
ENSG00000258497	0	0	0	0	0	0
ENSG00000258460	0	0	0	0	0	0
ENSG00000259023	0	0	0	0	0	0
ENSG00000259082	0	0	0	0	0	0
ENSG00000259166	0	0	0	0	0	0
ENSG00000258498	16	20	33	26	33	28
ENSG00000283857	0	0	0	0	0	0
ENSG00000197406	10	14	22	11	10	7
ENSG00000258919	0	0	0	0	0	0
ENSG00000258404	0	0	0	0	0	0
ENSG00000241494	37	20	47	22	43	16
ENSG00000258512	0	0	0	0	0	0
ENSG00000078304	1927	2002	2208	1867	2087	1768
ENSG00000259088	2	5	2	7	2	8
ENSG00000207208	0	0	0	0	0	0
ENSG00000256705	2	0	0	2	0	1
ENSG00000259161	0	1	0	0	0	0
ENSG00000271780	19	14	14	12	15	11
ENSG00000272444	0	3	6	2	10	2
ENSG00000197102	9539	8581	9284	9990	5341	9406
ENSG00000259013	2	0	0	5	0	0
ENSG00000258959	0	0	0	0	0	0
ENSG00000240457	0	1	0	0	0	0
ENSG00000080824	25589	28342	26592	22894	30225	21312
ENSG00000140153	468	517	460	525	519	461
ENSG00000080823	38	47	28	37	24	28
ENSG00000022976	245	246	226	218	254	257
ENSG00000100865	249	247	261	275	297	244
ENSG00000196663	527	607	601	538	435	614
ENSG00000212330	0	0	0	0	0	0
ENSG00000156381	629	692	596	625	910	714
ENSG00000266015	0	0	0	0	0	0
ENSG00000259230	1	4	1	0	3	0
ENSG00000239224	0	0	1	0	0	0
ENSG00000089902	1501	1650	1663	1517	1540	1574
ENSG00000230988	4	2	0	1	0	1
ENSG00000202459	0	0	0	0	1	0
ENSG00000259508	0	0	0	0	1	0
ENSG00000131323	356	365	332	349	331	374
ENSG00000206969	0	0	0	1	0	0
ENSG00000166126	26	50	34	38	28	45
ENSG00000198752	2833	2591	2660	2715	1684	2780
ENSG00000259515	10	7	15	7	11	12
ENSG00000213176	1	0	1	2	0	6
ENSG00000283071	0	0	0	0	0	0
ENSG00000259444	0	0	0	0	0	0
ENSG00000205436	0	0	0	0	0	0
ENSG00000259717	0	0	0	0	0	0
ENSG00000185215	41	24	17	23	34	17
ENSG00000259374	1	4	0	0	4	0
ENSG00000259535	0	0	0	0	0	0
ENSG00000259525	0	0	0	0	0	0
ENSG00000251533	8	6	12	6	4	3
ENSG00000270705	0	0	0	0	0	0
ENSG00000278071	0	0	0	0	0	0
ENSG00000242837	0	0	0	0	0	0
ENSG00000270938	0	0	0	0	0	0
ENSG00000240624	0	0	0	0	0	0
ENSG00000259775	8	14	6	14	10	6
ENSG00000100664	4517	5112	5154	4502	5428	4359
ENSG00000272533	1	1	0	1	0	7
ENSG00000259428	0	0	0	0	0	0
ENSG00000243904	1	0	0	0	0	0
ENSG00000075413	1443	1670	1472	1428	1745	1443
ENSG00000244691	0	0	2	2	1	1
ENSG00000166165	84	49	52	57	89	37
ENSG00000260285	34	27	18	22	31	29
ENSG00000166166	167	193	176	145	170	184
ENSG00000252469	0	0	0	0	0	0
ENSG00000258851	0	0	0	0	0	0
ENSG00000166170	829	850	961	881	825	786
ENSG00000126214	1038	996	974	982	915	913
ENSG00000256500	0	0	0	0	0	0
ENSG00000256053	107	94	92	119	160	131
ENSG00000201184	0	0	0	0	0	0
ENSG00000246451	215	139	195	200	116	196
ENSG00000270108	45	43	38	45	14	43
ENSG00000269910	17	7	10	7	5	15
ENSG00000269940	37	47	24	26	35	28
ENSG00000269958	162	202	169	206	264	194
ENSG00000126215	455	438	424	423	457	453
ENSG00000100711	699	694	648	554	707	622
ENSG00000253096	0	0	0	0	0	0
ENSG00000088808	447	471	452	414	323	482
ENSG00000270591	6	3	6	2	4	5
ENSG00000202275	0	0	0	0	0	0
ENSG00000258735	0	0	1	1	1	3
ENSG00000258534	5	2	6	6	22	8
ENSG00000258914	4	4	0	0	4	1
ENSG00000156411	461	466	625	572	692	375
ENSG00000156414	0	0	0	0	0	0
ENSG00000227729	0	0	0	0	0	0
ENSG00000242894	0	0	0	0	0	0
ENSG00000166183	0	1	2	5	0	1
ENSG00000207568	0	0	0	0	0	0
ENSG00000283165	0	0	0	0	0	0
ENSG00000258748	1	2	1	5	3	4
ENSG00000066735	503	547	418	489	412	475
ENSG00000258913	0	0	0	0	0	0
ENSG00000258598	0	0	0	0	0	0
ENSG00000222761	0	0	0	0	0	0
ENSG00000213159	0	0	0	0	0	0
ENSG00000258986	22	20	22	18	21	31
ENSG00000184601	0	0	0	0	0	0
